,purpose,int.rate,installment,annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
294,home_improvement,0.1086,163.89,57086.5,15.01,676,5471,12211.0,45.0,2,1,0,0
295,small_business,0.1074,866.55,140361.09,4.06,785,10367,128448.0,12.2,0,0,0,0
296,credit_card,0.1151,262.88,30713.01,22.78,684,6643,7467.0,61.3,1,0,0,0
297,major_purchase,0.0985,880.94,192386.85,20.2,735,12279,38326.0,30.1,2,0,0,0
298,debt_consolidation,0.1556,838.3,105952.4,9.63,670,7217,17064.0,65.6,1,1,0,0
299,debt_consolidation,0.1906,202.42,37228.5,10.82,679,1983,7455.0,77.0,3,0,1,1
300,credit_card,0.0776,295.54,52118.38,4.87,801,8553,10687.0,34.5,0,0,0,0
301,educational,0.1227,197.53,84278.57,12.41,679,6361,17037.0,56.7,2,1,0,0
302,small_business,0.1535,864.9,77438.21,14.9,708,6208,9496.0,28.6,0,1,0,0
303,debt_consolidation,0.1425,678.35,127407.84,8.33,684,7901,11614.0,68.5,1,0,0,0
304,home_improvement,0.129,604.1,66621.85,7.69,707,3299,25950.0,62.8,3,0,0,0
305,major_purchase,0.0903,42.94,20703.95,18.12,721,601,6565.0,26.6,0,0,0,0
306,credit_card,0.1508,163.63,24186.46,22.36,676,4110,8024.0,94.4,0,0,0,0
307,all_other,0.1345,177.99,39080.36,4.91,656,3493,1180.0,62.7,3,0,0,1
308,debt_consolidation,0.1123,310.56,77928.8,21.95,657,5810,9439.0,73.6,1,1,0,0
309,credit_card,0.1237,175.45,22857.91,17.15,696,5569,2203.0,41.2,0,1,0,0
310,all_other,0.1518,594.36,118877.62,7.79,683,3326,3242.0,65.1,4,0,0,0
311,debt_consolidation,0.1215,183.49,59164.85,21.36,696,3587,17285.0,52.6,0,0,0,0
312,home_improvement,0.082,347.18,182004.26,2.16,781,7664,35434.0,13.9,4,0,0,0
313,debt_consolidation,0.1339,878.44,84395.73,18.39,699,8625,149953.0,11.0,0,2,1,0
314,all_other,0.0967,459.25,116900.14,4.39,772,5662,6825.0,51.1,2,0,0,0
315,major_purchase,0.0785,256.71,52110.89,1.12,804,3381,2229.0,26.4,0,0,0,0
316,all_other,0.0722,236.9,81546.52,2.45,802,6408,2469.0,1.0,0,0,0,0
317,home_improvement,0.0955,448.96,64141.42,9.92,763,3538,1139.0,3.2,1,0,0,0
318,all_other,0.15,79.0,24163.76,5.69,689,2140,2458.0,2.4,1,0,0,0
319,home_improvement,0.1541,744.22,109151.33,0.98,673,2831,3531.0,0.8,0,0,0,0
320,credit_card,0.1101,194.88,9886.03,21.89,750,6612,24112.0,35.0,4,0,0,0
321,home_improvement,0.124,712.35,160840.27,6.42,730,5143,9013.0,51.3,1,1,0,0
322,all_other,0.0889,210.94,141219.2,6.31,727,4672,15836.0,47.2,1,0,0,0
323,small_business,0.1615,148.88,45513.25,1.44,655,1300,2229.0,56.9,6,0,0,1
324,home_improvement,0.1322,874.94,85278.73,14.43,729,7341,1537.0,50.9,3,1,0,0
325,debt_consolidation,0.0753,351.14,40461.83,7.83,746,4698,4035.0,19.6,0,0,0,0
326,debt_consolidation,0.1184,339.35,95654.62,1.82,734,3802,1950.0,29.2,5,0,0,0
327,educational,0.0823,151.56,29834.08,2.91,720,4656,1521.0,6.4,0,0,0,1
328,educational,0.1465,81.11,93637.26,16.61,754,11228,45533.0,56.5,0,0,0,0
329,all_other,0.0715,100.87,71631.0,8.11,779,2102,1793.0,3.8,2,0,0,0
330,small_business,0.1483,887.98,69254.82,2.55,753,7067,1093.0,9.3,0,0,0,0
331,small_business,0.1711,215.59,110936.57,9.08,632,5531,3926.0,25.8,5,0,0,1
332,major_purchase,0.1142,184.56,61367.97,9.92,686,3628,4020.0,80.6,2,0,0,0
333,all_other,0.1149,229.26,59583.17,10.67,715,4096,926.0,13.0,1,0,0,0
334,small_business,0.1656,705.87,79870.11,1.95,674,1534,2604.0,64.5,6,0,0,0
335,major_purchase,0.1519,75.93,30786.75,13.58,726,5868,4308.0,36.7,1,0,0,0
336,small_business,0.1493,882.61,60016.0,6.99,737,5356,2384.0,12.9,2,0,0,0
337,debt_consolidation,0.0852,201.98,160746.51,11.18,684,7408,21131.0,63.0,2,1,0,0
338,small_business,0.0964,166.26,74723.42,7.29,754,4910,3315.0,43.1,0,0,0,0
339,credit_card,0.17,319.62,50438.28,12.24,664,2298,8168.0,83.0,6,0,0,1
340,credit_card,0.1375,300.09,202306.83,23.68,716,13305,24855.0,36.0,1,0,0,0
341,home_improvement,0.1303,127.05,127015.18,9.09,686,3976,39241.0,57.1,0,1,0,0
342,credit_card,0.0951,701.01,74121.72,17.16,782,5725,14738.0,32.7,0,0,0,0
343,,0.1039,93.22,133833.65,16.36,704,5086,14815.0,72.6,2,0,0,0
344,debt_consolidation,0.2032,898.95,86413.96,3.81,740,6081,9270.0,39.9,1,1,0,0
345,small_business,0.1655,376.15,129325.1,9.18,671,4340,2228.0,79.3,0,0,0,1
346,home_improvement,0.1501,231.72,64340.2,20.66,685,4542,2788.0,9.7,3,3,0,0
347,small_business,0.1759,190.41,45386.32,14.72,660,3213,23659.0,86.9,8,0,0,1
348,all_other,0.1158,59.67,46778.12,8.36,705,3084,8674.0,34.9,0,0,0,0
349,home_improvement,0.1231,160.79,29768.54,11.27,636,1887,5895.0,82.2,0,0,0,1
350,all_other,0.1526,76.33,38857.82,16.34,678,1718,2365.0,75.0,3,0,0,0
351,all_other,0.1231,279.45,8674.4,18.99,682,2718,623.0,36.7,1,0,0,0
352,debt_consolidation,0.1809,144.55,20477.93,11.25,677,5390,12969.0,91.2,3,0,1,0
353,credit_card,0.1372,186.53,69973.13,19.04,740,14114,12479.0,50.1,4,0,0,0
354,major_purchase,0.1277,238.8,47008.44,12.95,702,5144,13538.0,48.9,0,1,0,1
355,major_purchase,0.1164,213.56,51000.1,2.48,748,5148,10823.0,38.0,3,0,0,0
356,debt_consolidation,0.0972,161.62,22603.48,10.88,718,2896,35039.0,58.2,0,0,0,0
357,home_improvement,0.1044,149.91,91687.76,5.74,721,3445,2355.0,24.0,4,0,0,0
358,small_business,0.1744,283.63,38468.96,21.5,667,2056,5808.0,93.5,2,1,0,1
359,major_purchase,0.1042,47.6,62432.06,9.94,711,6117,3287.0,56.8,2,0,0,0
360,debt_consolidation,0.1331,630.66,75645.72,17.51,690,5984,12737.0,46.4,0,0,0,0
361,all_other,0.1025,733.42,85948.52,16.7,731,3788,5365.0,30.7,1,0,0,0
362,major_purchase,0.151,105.25,62210.66,7.4,669,4219,3007.0,11.1,1,0,0,0
363,educational,0.069,125.48,23837.2,10.27,802,5880,36.0,9.2,0,0,0,0
364,major_purchase,0.1245,294.26,58648.17,20.09,695,3837,3461.0,24.9,1,0,0,0
365,home_improvement,0.1118,151.43,67555.82,9.16,743,3980,865.0,18.0,2,1,0,0
366,all_other,0.1661,334.06,80552.64,16.95,683,3268,10914.0,38.0,1,0,0,0
367,major_purchase,0.0846,482.26,81505.09,11.49,784,2498,2208.0,6.9,0,0,0,0
368,educational,0.1008,168.85,14374.28,6.21,717,4818,11431.0,18.1,3,0,0,0
369,debt_consolidation,0.1325,652.39,110656.62,17.24,735,4643,43464.0,70.9,0,0,0,0
370,small_business,0.1373,662.28,243904.44,16.27,691,4218,45364.0,87.2,2,0,0,1
371,small_business,0.1243,117.18,76219.88,3.97,717,12562,57317.0,51.8,2,0,0,0
372,credit_card,0.0699,167.12,46785.5,15.58,794,4329,12617.0,43.9,0,0,0,0
373,home_improvement,0.1031,191.9,45959.51,2.39,715,4547,2829.0,15.1,0,0,0,0
374,small_business,0.1741,377.06,81362.69,17.52,690,3635,160136.0,86.9,4,1,0,0
375,debt_consolidation,0.0717,343.48,84223.79,11.95,756,7291,1607.0,15.2,1,0,0,0
376,educational,0.125,187.81,28097.58,14.2,717,1808,56963.0,34.2,0,0,0,0
377,home_improvement,0.1783,689.16,95244.96,6.13,770,3382,3453.0,10.6,8,0,0,1
378,all_other,0.1089,201.88,44493.76,1.04,760,2765,612.0,3.5,3,0,0,0
379,,0.0839,84.1,24927.12,4.56,718,3369,6580.0,69.6,0,0,0,0
380,major_purchase,0.1151,593.44,69353.53,3.89,750,3140,1455.0,10.9,1,0,0,0
381,credit_card,0.1509,356.65,125740.11,7.62,676,3909,13767.0,83.6,0,0,0,0
382,educational,0.1277,259.9,56236.67,16.02,685,3053,6235.0,3.0,6,1,0,1
383,all_other,0.1293,191.09,72011.71,12.94,707,3483,24500.0,30.1,2,0,0,0
384,credit_card,0.157,47.28,48646.28,23.14,654,3140,9272.0,39.7,6,0,0,1
385,debt_consolidation,0.1028,308.85,58937.43,9.52,729,4515,119341.0,77.1,0,0,0,0
386,,0.1168,82.4,55346.55,21.08,678,4381,12980.0,48.2,0,1,0,1
387,debt_consolidation,0.1237,326.99,49686.62,20.25,683,5402,13616.0,31.9,0,0,0,0
388,small_business,0.1441,621.36,93202.79,15.94,694,3110,17302.0,61.5,1,0,0,0
389,major_purchase,0.107,163.46,32572.27,3.31,714,1686,1302.0,32.8,1,0,0,0
390,home_improvement,0.168,362.03,81512.87,17.35,644,9094,28917.0,95.8,3,1,0,1
391,educational,0.1795,163.94,41141.65,6.43,651,3718,3373.0,40.9,8,0,0,0
392,small_business,0.1194,263.16,63910.07,19.41,704,3480,17566.0,59.0,2,0,0,0
393,small_business,0.1355,75.79,51785.41,13.55,688,3903,26117.0,92.2,0,0,0,0
394,educational,0.1414,192.69,61096.48,3.53,740,1017,5104.0,6.5,4,1,0,1
395,all_other,0.1394,236.4,71531.16,3.45,703,5538,6778.0,61.1,3,0,0,0
396,debt_consolidation,0.1345,397.99,51455.95,17.95,705,2710,10451.0,102.3,0,0,0,0
397,debt_consolidation,0.1301,793.53,105404.38,6.31,741,8709,30547.0,51.8,0,0,0,0
398,all_other,0.1572,147.46,68636.4,17.73,668,4452,5059.0,72.3,1,0,0,0
399,credit_card,0.0938,182.62,66843.69,20.84,708,4381,33508.0,28.4,1,0,0,0
400,educational,0.1631,427.5,108471.23,5.41,705,5131,14872.0,30.7,1,1,0,0
401,home_improvement,0.074,128.66,59266.73,8.89,693,4578,5708.0,22.6,8,0,0,0
402,all_other,0.1267,227.71,110646.95,15.17,706,5401,4163.0,87.2,1,0,0,0
403,debt_consolidation,0.1103,76.31,43737.34,17.98,696,7249,5891.0,56.4,2,0,1,1
404,home_improvement,0.1775,222.25,116532.4,17.0,664,5851,6374.0,72.4,2,0,0,0
405,credit_card,0.0696,334.83,63029.73,12.57,703,6524,38844.0,14.2,0,1,0,0
406,small_business,0.1034,245.25,16907.11,15.95,679,404,2152.0,27.6,1,0,0,0
407,small_business,0.1405,627.73,55464.77,21.78,692,2166,2044.0,3.2,0,0,0,0
408,all_other,0.0659,86.89,97488.03,6.98,751,5007,628.0,19.8,0,0,0,0
409,small_business,0.1456,417.72,167023.2,8.49,687,5631,20625.0,61.4,0,0,0,0
410,debt_consolidation,0.1274,715.07,87427.08,10.57,656,1254,2263.0,69.0,8,0,0,0
411,credit_card,0.1332,141.32,76470.65,25.14,708,3597,4243.0,28.2,3,0,0,0
412,all_other,0.1306,211.3,64205.45,13.36,721,5459,2206.0,39.6,3,0,0,0
413,educational,0.0745,133.09,14417.55,19.52,755,6336,19204.0,39.0,0,0,0,0
414,credit_card,0.1671,156.61,19289.22,9.02,684,3042,21302.0,82.7,1,0,0,0
415,all_other,0.0741,218.31,154552.51,19.62,756,8729,14859.0,22.6,1,0,0,0
416,debt_consolidation,0.0931,368.73,58100.36,3.49,737,3634,5463.0,34.4,0,0,0,0
417,debt_consolidation,0.1337,873.0,149451.65,2.63,693,1879,4709.0,7.0,6,0,0,0
418,debt_consolidation,0.1298,416.02,79674.86,7.51,695,5661,8687.0,26.1,0,0,0,0
419,debt_consolidation,0.1538,212.14,36076.68,23.77,668,1653,28434.0,97.5,0,0,0,0
420,all_other,0.1075,169.58,72317.44,10.3,692,6367,3002.0,6.1,0,0,0,0
421,credit_card,0.0855,152.69,62854.39,4.8,769,4953,5305.0,16.9,0,1,0,0
422,credit_card,0.0789,210.0,71420.55,19.9,739,4910,18047.0,55.2,1,0,0,0
423,home_improvement,0.1336,92.48,37655.41,25.1,655,951,46755.0,65.4,6,0,0,1
424,debt_consolidation,0.1478,860.34,73744.97,1.68,756,3777,2761.0,21.6,0,0,0,0
425,home_improvement,0.1169,180.27,80073.45,14.36,718,3947,43612.0,25.1,0,0,0,1
426,educational,0.0885,144.16,24265.57,14.63,754,4223,3578.0,55.2,0,0,0,0
427,debt_consolidation,0.1359,179.49,58672.86,29.34,707,1934,10070.0,89.4,1,0,0,0
428,credit_card,0.0993,115.96,14688.18,7.87,779,6990,758.0,16.8,3,0,0,0
429,home_improvement,0.0972,153.47,63494.37,24.62,708,5414,20354.0,36.4,0,0,0,0
430,major_purchase,0.1065,209.03,54515.49,14.75,693,2413,18364.0,53.2,1,0,0,0
431,credit_card,0.1007,220.32,49657.16,17.71,700,1941,15741.0,63.0,1,0,0,0
432,credit_card,0.0873,118.87,68518.33,14.42,730,3376,1329.0,64.0,2,0,1,0
433,debt_consolidation,0.0943,186.27,46784.64,18.31,751,7302,12656.0,34.1,0,0,0,0
434,debt_consolidation,0.1538,103.28,53611.85,13.29,684,4306,16557.0,96.0,3,0,0,1
435,credit_card,0.1513,233.32,57014.35,12.33,668,4908,7575.0,91.6,0,0,0,0
436,small_business,0.1701,539.84,121076.16,13.3,710,5174,29240.0,1.4,3,2,0,1
437,all_other,0.0646,88.17,91724.76,18.54,739,8065,5328.0,26.5,2,0,0,0
438,debt_consolidation,0.1691,315.82,110364.82,25.56,669,5125,33434.0,72.4,3,0,0,0
439,all_other,0.0705,16.8,24691.87,15.36,734,4237,4555.0,53.8,0,0,0,0
440,small_business,0.207,812.73,319191.37,16.15,701,7304,229081.0,5.3,3,0,0,0
441,all_other,0.1439,149.2,84873.69,15.84,657,5431,7675.0,32.1,3,1,0,1
442,educational,0.077,203.97,61699.74,14.28,748,5017,3128.0,15.9,0,0,0,0
443,educational,0.1152,31.44,56461.19,17.79,689,4885,4752.0,38.3,2,0,0,0
444,debt_consolidation,0.1511,137.99,56235.64,21.14,665,6562,3930.0,64.1,1,0,0,0
445,all_other,0.0841,159.16,87391.57,1.67,761,3945,5719.0,36.3,0,0,0,0
446,debt_consolidation,0.1346,337.44,16242.79,22.82,699,2112,1398.0,36.5,1,0,0,1
447,major_purchase,0.1335,204.55,65999.67,5.5,654,5693,2815.0,49.7,4,0,0,1
448,major_purchase,0.1183,102.45,17851.44,6.87,703,4578,319.0,36.5,0,0,0,0
449,all_other,0.0863,247.84,50690.41,1.57,764,4683,2592.0,64.7,1,0,0,0
450,debt_consolidation,0.1633,158.49,30428.35,24.11,660,2489,15403.0,95.8,0,0,0,0
451,all_other,0.085,319.23,48734.87,4.4,752,5267,23517.0,39.7,2,0,0,0
452,educational,0.103,75.58,29064.02,13.25,699,3632,487.0,5.8,0,1,0,0
453,all_other,0.1268,270.15,32035.2,6.69,675,4552,1648.0,1.9,1,1,0,1
454,educational,0.1281,173.04,67664.76,20.23,646,4440,54693.0,39.6,2,1,0,1
455,debt_consolidation,0.0839,134.44,52767.91,15.33,723,2894,8546.0,44.8,2,0,0,0
456,debt_consolidation,0.1273,228.57,75309.61,17.88,656,11576,27766.0,49.0,3,0,0,0
457,credit_card,0.0881,276.53,55562.79,22.84,711,8767,6487.0,28.7,0,0,0,0
458,debt_consolidation,0.1136,729.93,111502.04,12.44,683,7385,19584.0,73.9,0,0,1,0
459,educational,0.1082,71.69,26184.03,3.09,679,4348,3484.0,58.0,2,0,1,0
460,educational,0.1143,129.9,52959.65,14.33,700,3921,5104.0,47.5,0,0,0,0
461,credit_card,0.1001,502.0,91454.78,23.74,711,5274,28013.0,79.5,1,0,0,0
462,debt_consolidation,0.135,648.27,121340.7,3.1,733,5865,9024.0,4.9,0,1,0,0
463,credit_card,0.1278,60.2,53168.78,24.3,667,3834,7629.0,62.6,0,0,0,0
464,debt_consolidation,0.1252,261.35,53055.64,6.7,733,5314,3473.0,31.5,0,0,0,0
465,all_other,0.1024,176.69,69856.93,12.06,714,3295,721.0,18.6,1,0,0,0
466,all_other,0.1165,71.38,80527.41,9.06,725,3949,2326.0,1.5,2,0,0,0
467,credit_card,0.1462,224.03,99683.04,7.39,680,1941,2253.0,70.8,1,0,0,0
468,educational,0.0699,351.47,24226.23,5.8,822,5615,277.0,2.5,0,0,0,0
469,all_other,0.1056,350.27,35641.14,25.17,761,11378,11101.0,5.0,1,0,0,0
470,credit_card,0.144,131.08,32117.64,24.11,659,2802,25111.0,71.0,3,0,0,1
471,major_purchase,0.1206,269.39,50030.45,20.34,661,5279,10226.0,45.9,2,0,0,0
472,major_purchase,0.0773,21.24,27400.79,7.61,709,5580,1380.0,33.8,0,0,0,0
473,debt_consolidation,0.1078,63.06,38448.07,8.03,699,4657,8115.0,84.6,0,0,1,0
474,credit_card,0.1509,127.64,49148.69,20.29,666,4134,10158.0,85.6,3,0,0,0
475,major_purchase,0.118,304.25,11497.52,4.12,694,3647,462.0,5.1,3,1,0,1
476,major_purchase,0.1146,53.76,72484.3,19.17,697,4448,8768.0,49.1,2,1,0,0
477,major_purchase,0.1451,212.52,51865.69,5.59,698,3495,650.0,81.9,0,0,0,0
478,major_purchase,0.0978,249.84,31120.12,4.21,738,5707,9191.0,49.7,0,0,0,0
479,credit_card,0.1733,230.32,45841.27,24.54,673,2245,9000.0,72.6,0,0,0,0
480,debt_consolidation,0.2028,841.07,77561.09,8.86,665,7996,29424.0,77.2,1,0,0,0
481,major_purchase,0.1344,880.62,133297.73,0.89,706,5276,5817.0,4.1,2,0,0,0
482,debt_consolidation,0.1501,677.31,83993.75,15.38,703,8853,22308.0,69.4,2,0,0,0
483,,0.0676,529.82,101123.09,2.06,823,5233,528.0,2.1,0,0,0,0
484,credit_card,0.1176,173.6,68926.95,7.5,686,5110,10095.0,66.9,0,0,0,0
485,small_business,0.1509,63.86,63688.39,18.12,645,2260,4882.0,98.2,0,0,0,1
486,home_improvement,0.0875,202.88,74813.31,8.29,711,6180,8006.0,5.2,0,1,0,0
487,all_other,0.0924,123.97,40697.11,18.66,716,3821,3482.0,56.1,1,0,0,0
488,educational,0.156,161.52,63542.65,2.72,682,935,329.0,36.0,0,0,0,0
489,small_business,0.1607,213.67,44183.93,10.46,668,7059,49585.0,18.7,4,3,0,1
490,small_business,0.1965,729.18,182089.11,22.12,678,9578,156201.0,72.2,2,1,1,0
491,home_improvement,0.1046,337.32,41375.98,4.56,730,6412,13368.0,49.2,0,0,0,0
492,all_other,0.1449,37.88,114347.31,5.7,716,2937,3397.0,57.9,2,0,0,0
493,all_other,0.1542,200.41,21948.64,4.68,703,4261,12631.0,80.9,0,0,0,0
494,debt_consolidation,0.1111,245.2,41385.33,22.54,698,5557,17706.0,84.8,0,0,1,1
495,educational,0.1544,263.3,45799.41,3.01,673,2656,28448.0,74.8,1,0,0,0
496,educational,0.1127,39.38,8876.29,16.76,697,8799,1325.0,21.9,2,3,1,1
497,all_other,0.1763,173.14,22902.85,1.66,666,2655,258.0,41.0,0,0,0,0
498,credit_card,0.1285,270.14,56499.14,13.23,707,3540,13971.0,51.0,1,0,0,0
499,home_improvement,0.1093,246.43,38828.86,14.12,753,3962,5058.0,9.9,1,0,0,0
500,major_purchase,0.1501,223.56,44643.79,3.99,665,1411,1600.0,60.6,1,0,0,0
501,debt_consolidation,0.1118,214.53,26034.4,24.78,708,4441,23236.0,90.4,0,0,0,0
502,debt_consolidation,0.1603,319.98,46422.86,17.72,676,1804,3489.0,51.1,3,0,0,1
503,debt_consolidation,0.1448,341.67,47265.95,6.21,712,7615,5296.0,88.1,3,0,0,0
504,educational,0.1218,141.0,44333.07,13.86,664,4946,27338.0,87.6,4,0,0,0
505,all_other,0.1416,695.2,191429.65,11.81,682,5853,3815.0,29.1,0,1,0,0
506,debt_consolidation,0.1207,532.95,98582.18,6.68,731,8441,7017.0,6.6,1,0,0,1
507,major_purchase,0.0946,207.97,49213.55,11.04,752,3867,140.0,12.9,2,0,0,0
508,debt_consolidation,0.1156,191.5,54168.54,12.91,701,5420,19185.0,37.3,0,0,0,0
509,major_purchase,0.149,200.61,87274.66,23.18,689,3353,19338.0,85.8,1,0,0,0
510,credit_card,0.1623,371.02,100748.08,23.08,655,4291,16031.0,47.9,1,1,0,0
511,home_improvement,0.1499,303.58,36638.35,19.09,685,1908,1279.0,17.9,3,0,0,1
512,debt_consolidation,0.1308,229.08,34208.67,3.58,671,3296,3753.0,79.0,1,0,0,0
513,all_other,0.1159,176.78,38643.44,16.1,685,3848,10126.0,60.7,2,0,0,0
514,educational,0.1223,122.75,27966.38,16.8,710,2218,3618.0,40.0,3,0,0,0
515,debt_consolidation,0.1308,66.92,52306.56,24.77,667,4473,21136.0,76.7,0,0,0,0
516,all_other,0.1836,328.16,42917.62,15.87,698,2182,8118.0,45.7,5,0,0,1
517,credit_card,0.1128,124.59,55945.81,16.15,699,4632,4862.0,14.1,1,1,0,0
518,debt_consolidation,0.1246,420.36,34709.14,19.68,682,4130,5232.0,13.0,0,1,0,0
519,credit_card,0.1268,213.21,59624.57,15.28,691,3826,7569.0,9.0,5,0,1,1
520,credit_card,0.137,235.9,59915.35,22.55,697,8390,35782.0,57.3,0,0,0,0
521,credit_card,0.1663,61.3,41706.5,24.44,650,1178,47088.0,77.3,0,0,0,1
522,credit_card,0.101,298.43,85033.64,23.07,730,5439,30481.0,90.2,0,0,0,0
523,debt_consolidation,0.1611,216.56,7561.42,10.16,661,1865,7965.0,103.2,1,0,0,0
524,all_other,0.0836,183.43,34134.02,4.21,775,4568,23370.0,30.4,0,0,0,0
525,small_business,0.1948,518.6,208192.26,11.61,668,5156,121954.0,58.1,3,0,0,0
526,educational,0.087,135.86,34769.91,15.82,703,3831,2641.0,41.1,1,0,0,0
527,debt_consolidation,0.1289,708.58,90374.35,4.13,685,4794,15508.0,45.2,0,0,0,0
528,home_improvement,0.1378,528.48,274846.98,20.15,728,7675,16449.0,0.4,2,0,0,1
529,educational,0.0889,236.59,25789.54,1.91,802,7811,8251.0,12.9,0,0,0,0
530,all_other,0.1635,736.25,791602.79,12.99,716,5927,135852.0,41.5,4,0,0,0
531,major_purchase,0.1287,227.11,78400.41,3.04,700,5341,10608.0,39.8,2,0,0,0
532,debt_consolidation,0.0989,210.72,40409.79,16.17,720,4414,15300.0,44.8,0,0,0,0
533,credit_card,0.1641,251.06,79461.83,20.69,683,2007,26339.0,96.7,1,0,0,0
534,debt_consolidation,0.131,481.13,69922.32,19.41,701,4977,16833.0,49.9,0,0,0,0
535,educational,0.1165,190.25,88889.77,2.23,739,1338,7693.0,45.0,0,0,0,0
536,small_business,0.2043,353.97,418929.88,20.21,691,9372,23402.0,41.9,1,0,0,0
537,credit_card,0.1101,57.5,20654.5,8.85,670,3325,6717.0,51.3,1,0,1,0
538,all_other,0.0699,226.69,25967.76,1.95,749,4045,243.0,1.9,0,0,0,0
539,debt_consolidation,0.1339,487.48,14248.15,18.42,742,3930,1241.0,32.7,0,1,0,0
540,educational,0.0818,118.78,35103.8,5.95,764,5601,2997.0,29.4,0,0,0,0
541,all_other,0.0837,226.58,45619.48,6.96,750,4583,2744.0,10.0,3,0,0,0
542,debt_consolidation,0.142,419.31,71676.3,22.97,654,1629,5096.0,65.2,0,0,0,1
543,major_purchase,0.1443,494.8,45824.72,16.65,670,3696,8192.0,58.8,2,0,0,0
544,home_improvement,0.0991,507.55,94871.07,3.79,760,6011,5738.0,10.1,0,0,0,0
545,credit_card,0.0993,164.91,80262.96,21.48,729,12500,45300.0,42.3,1,0,0,0
546,major_purchase,0.095,190.0,55927.04,1.71,745,3526,1701.0,9.8,0,0,0,0
547,home_improvement,0.143,506.67,64697.93,1.7,762,2713,4334.0,1.0,2,1,0,0
548,home_improvement,0.0733,301.97,30020.14,4.05,797,10114,746.0,1.4,0,0,0,0
549,all_other,0.1152,171.64,68745.95,18.48,757,4201,5563.0,63.9,0,0,0,0
550,debt_consolidation,0.1545,258.88,66348.63,16.27,655,2835,2871.0,93.5,0,2,0,0
551,credit_card,0.1105,200.85,85040.44,18.15,762,5745,10341.0,47.1,0,0,0,0
552,all_other,0.1259,153.79,61278.0,27.21,694,5145,8162.0,86.7,0,0,0,0
553,major_purchase,0.1117,366.56,43018.22,3.88,723,5909,455.0,24.2,4,0,0,1
554,debt_consolidation,0.1023,145.63,137945.13,17.41,703,4718,12319.0,49.7,1,0,0,0
555,major_purchase,0.1222,252.0,30732.15,15.29,722,1300,1239.0,73.1,3,0,0,0
556,debt_consolidation,0.1401,51.76,28807.67,22.77,640,5394,12626.0,93.3,1,0,0,1
557,major_purchase,0.0895,54.79,23756.17,1.7,822,3556,2415.0,0.8,0,0,0,0
558,credit_card,0.0938,859.69,103504.89,3.19,797,4893,1996.0,5.4,0,0,0,0
559,all_other,0.1619,317.68,88945.52,13.89,662,4017,11431.0,63.4,4,0,0,0
560,all_other,0.1134,174.6,12973.89,1.77,679,1082,1709.0,36.6,0,0,0,0
561,educational,0.0972,135.54,32828.6,3.38,735,4361,2298.0,23.8,1,0,0,0
562,home_improvement,0.1113,673.47,108260.15,8.57,752,9136,19602.0,2.6,1,0,0,0
563,all_other,0.1309,485.89,60184.98,13.99,737,6843,70229.0,24.9,0,1,0,0
564,all_other,0.1415,132.04,61728.69,9.19,656,1604,3292.0,7.1,6,1,0,1
565,major_purchase,0.1488,69.79,23252.42,24.05,668,739,19562.0,94.0,2,0,0,0
566,home_improvement,0.147,479.34,32223.27,9.08,688,1789,2314.0,24.3,1,0,0,0
567,credit_card,0.1176,157.9,16655.68,21.9,719,4899,4970.0,7.7,1,0,0,0
568,major_purchase,0.138,258.37,78377.4,6.48,711,2363,3691.0,11.6,0,0,0,0
569,home_improvement,0.1144,172.34,56322.35,17.72,667,8135,2943.0,31.2,2,1,0,0
570,educational,0.0706,220.47,17205.73,12.69,763,4797,17872.0,31.5,1,0,0,0
571,home_improvement,0.1205,197.96,85967.62,11.82,669,6190,3274.0,27.7,5,0,1,0
572,all_other,0.1557,154.56,59378.74,12.91,669,3124,2008.0,92.6,3,0,0,0
573,credit_card,0.1253,149.72,27657.69,2.45,702,3402,10612.0,45.6,3,0,0,0
574,debt_consolidation,0.0834,277.06,42139.25,15.87,757,16380,8757.0,8.2,0,0,0,0
575,debt_consolidation,0.1258,667.57,188349.45,15.36,717,5403,19808.0,46.4,1,0,0,0
576,home_improvement,0.1396,714.17,60611.24,15.2,692,3253,59273.0,52.4,3,1,0,0
577,major_purchase,0.079,201.07,40784.37,5.75,750,3871,136.0,8.7,2,0,0,0
578,debt_consolidation,0.1886,542.25,74983.45,14.31,684,4941,33888.0,94.5,1,0,0,0
579,debt_consolidation,0.1239,597.92,85139.68,27.63,716,1938,51143.0,56.7,0,0,0,1
580,major_purchase,0.0763,111.99,128697.36,6.19,737,4925,5468.0,18.7,1,0,0,0
581,small_business,0.1465,487.46,136023.05,2.46,754,4740,5103.0,7.7,2,0,0,0
582,small_business,0.1255,252.9,38250.57,19.41,650,4044,22711.0,96.0,3,0,0,1
583,small_business,0.1444,883.9,59156.63,18.18,707,2034,37627.0,65.6,0,0,0,0
584,major_purchase,0.0795,125.79,47564.73,6.88,750,4204,679.0,1.3,1,0,0,0
585,major_purchase,0.1215,186.0,50270.09,11.33,655,4154,1008.0,3.0,8,3,0,0
586,home_improvement,0.0963,388.21,74853.86,6.48,761,7429,9199.0,11.7,0,0,0,0
587,credit_card,0.097,412.38,97125.61,9.47,772,13303,9810.0,1.6,0,0,0,0
588,educational,0.1427,233.23,10994.64,8.8,683,2086,1830.0,8.9,0,0,0,0
